"customer_id","r_score","f_score","m_score","rfm_cell","total_spend","customer_segment"
"15159",4,5,5,"455",18641.01,"Champions"
"12901",5,5,5,"555",17654.54,"Champions"
"12678",4,5,5,"455",17628.46,"Champions"
"14031",4,5,5,"455",17286.86,"Champions"
"17428",5,5,5,"555",17256.85,"Champions"
"13767",4,5,5,"455",17220.36,"Champions"
"13881",5,5,5,"555",17159.52,"Champions"
"16839",5,5,5,"555",16594.35,"Champions"
"12921",5,5,5,"555",16587.09,"Champions"
"14607",5,5,5,"555",16569.50,"Champions"
"15856",4,5,5,"455",16387.57,"Champions"
"17677",4,5,5,"455",16363.23,"Champions"
"15189",5,5,5,"555",16225.39,"Champions"
"14051",5,5,5,"555",15610.39,"Champions"
"15513",5,5,5,"555",14758.22,"Champions"
"16133",5,5,5,"555",14589.04,"Champions"
"14866",5,5,5,"555",14389.90,"Champions"
"16705",5,5,5,"555",14034.99,"Champions"
"12681",5,5,5,"555",13787.54,"Champions"
"12621",5,5,5,"555",13689.67,"Champions"
"12540",4,5,5,"455",13400.24,"Champions"
"12433",5,5,5,"555",13375.87,"Champions"
"15498",5,5,5,"555",13316.40,"Champions"
"12477",4,5,5,"455",13219.74,"Champions"
"17735",2,5,5,"255",13110.02,"At Risk / Don't Lose Them"
"16525",5,5,5,"555",13027.45,"Champions"
"14258",5,5,5,"555",12669.98,"Champions"
"13078",5,5,5,"555",12627.94,"Champions"
"12536",4,3,5,"435",12601.83,"Loyal Customers"
"15640",5,5,5,"555",12515.66,"Champions"
"16000",2,3,5,"235",12393.70,"At Risk / Don't Lose Them"
"17340",4,5,5,"455",12353.29,"Champions"
"12682",5,5,5,"555",12288.22,"Champions"
"13113",5,5,5,"555",12245.96,"Champions"
"14606",5,5,5,"555",12156.65,"Champions"
"12557",5,4,5,"545",11990.96,"Champions"
"12939",4,5,5,"455",11581.80,"Champions"
"15125",4,5,5,"455",11528.48,"Champions"
"14194",4,5,5,"455",11349.52,"Champions"
"12971",5,5,5,"555",11189.91,"Champions"
"14895",4,5,5,"455",11138.71,"Champions"
"12409",3,3,5,"335",11072.67,"Loyal Customers"
"15482",5,5,5,"555",11054.96,"Champions"
"17581",3,5,5,"355",11045.04,"Loyal Customers"
"13319",4,5,5,"455",10845.55,"Champions"
"17107",3,5,5,"355",10815.43,"Loyal Customers"
"13340",3,5,5,"355",10736.48,"Loyal Customers"
"14769",3,5,5,"355",10674.75,"Loyal Customers"
"17139",5,5,5,"555",10668.47,"Champions"
"16779",5,5,5,"555",10629.72,"Champions"
"17865",5,5,5,"555",10526.32,"Champions"
"17706",3,5,5,"355",10504.49,"Loyal Customers"
"15251",5,5,5,"555",10484.99,"Champions"
"14062",5,5,5,"555",10464.85,"Champions"
"15615",5,5,5,"555",10399.74,"Champions"
"15502",5,5,5,"555",10384.93,"Champions"
"16180",2,5,5,"255",10254.18,"At Risk / Don't Lose Them"
"16843",5,5,5,"555",10196.57,"Champions"
"12590",5,3,5,"535",9864.26,"Loyal Customers"
"13001",4,5,5,"455",9818.82,"Champions"
"13199",5,5,5,"555",9817.12,"Champions"
"15078",5,5,5,"555",9743.11,"Champions"
"12709",5,5,5,"555",9736.52,"Champions"
"13458",5,5,5,"555",9646.57,"Champions"
"14733",5,5,5,"555",9585.91,"Champions"
"16523",5,5,5,"555",9418.47,"Champions"
"12567",4,5,5,"455",9401.28,"Champions"
"14367",4,5,5,"455",9261.52,"Champions"
"14667",5,5,5,"555",9241.20,"Champions"
"18092",5,5,5,"555",9068.26,"Champions"
"13969",5,5,5,"555",9053.94,"Champions"
"12451",5,4,5,"545",9035.52,"Champions"
"13488",5,5,5,"555",8968.31,"Champions"
"13090",4,5,5,"455",8910.82,"Champions"
"16033",5,5,5,"555",8816.40,"Champions"
"17017",5,5,5,"555",8694.26,"Champions"
"17243",5,5,5,"555",8676.85,"Champions"
"17306",5,5,5,"555",8631.31,"Champions"
"16656",5,5,5,"555",8625.80,"Champions"
"14527",5,5,5,"555",8508.82,"Champions"
"12683",5,5,5,"555",8476.57,"Champions"
"18139",5,5,5,"555",8438.34,"Champions"
"15358",5,5,5,"555",8347.20,"Champions"
"16558",4,5,5,"455",8338.49,"Champions"
"14056",5,5,5,"555",8214.65,"Champions"
"14936",2,5,5,"255",8137.02,"At Risk / Don't Lose Them"
"16672",5,5,5,"555",8134.94,"Champions"
"13854",5,5,5,"555",8109.52,"Champions"
"14952",5,5,5,"555",8099.49,"Champions"
"18109",5,5,5,"555",8052.97,"Champions"
"14796",4,5,5,"455",8022.49,"Champions"
"12428",4,5,5,"455",7956.46,"Champions"
"15290",3,5,5,"355",7943.22,"Loyal Customers"
"14849",5,5,5,"555",7930.54,"Champions"
"12757",5,5,5,"555",7857.10,"Champions"
"17811",5,5,5,"555",7837.73,"Champions"
"13093",2,5,5,"255",7832.47,"At Risk / Don't Lose Them"
"12435",3,3,5,"335",7829.89,"Loyal Customers"
"13629",4,5,5,"455",7792.36,"Champions"
"15044",5,5,5,"555",7700.23,"Champions"
"15194",3,5,5,"355",7616.53,"Loyal Customers"
"18172",5,5,5,"555",7561.68,"Champions"
"13263",5,5,5,"555",7454.07,"Champions"
"12474",5,5,5,"555",7375.79,"Champions"
"12980",5,5,5,"555",7374.90,"Champions"
"15465",5,5,5,"555",7354.62,"Champions"
"17396",4,5,5,"455",7330.80,"Champions"
"12583",5,5,5,"555",7281.38,"Champions"
"13018",5,5,5,"555",7277.70,"Champions"
"18229",5,5,5,"555",7276.90,"Champions"
"16923",5,5,5,"555",7247.61,"Champions"
"16729",5,5,5,"555",7239.92,"Champions"
"16745",5,5,5,"555",7194.30,"Champions"
"16873",2,5,5,"255",7123.62,"At Risk / Don't Lose Them"
"13324",4,5,5,"455",7121.95,"Champions"
"13985",5,5,5,"555",7060.13,"Champions"
"14961",5,5,5,"555",7044.68,"Champions"
"12766",3,5,5,"355",6989.63,"Loyal Customers"
"12798",5,3,5,"535",6977.04,"Loyal Customers"
"12989",5,5,5,"555",6924.11,"Champions"
"16713",5,5,5,"555",6923.13,"Champions"
"13027",2,5,5,"255",6912.00,"At Risk / Don't Lose Them"
"16187",3,5,5,"355",6911.44,"Loyal Customers"
"17416",3,5,5,"355",6893.42,"Loyal Customers"
"12705",5,5,5,"555",6868.29,"Champions"
"12476",5,5,5,"555",6816.42,"Champions"
"12830",2,5,5,"255",6814.64,"At Risk / Don't Lose Them"
"15023",4,5,5,"455",6802.76,"Champions"
"18055",4,5,5,"455",6784.19,"Champions"
"15601",5,5,5,"555",6776.56,"Champions"
"16652",5,5,5,"555",6773.97,"Champions"
"16532",4,3,5,"435",6748.80,"Loyal Customers"
"13576",5,5,5,"555",6717.34,"Champions"
"16746",5,5,5,"555",6697.66,"Champions"
"15249",5,5,5,"555",6688.46,"Champions"
"16353",5,5,5,"555",6675.71,"Champions"
"17338",5,5,5,"555",6643.93,"Champions"
"12626",4,5,5,"455",6620.48,"Champions"
"16182",3,4,5,"345",6617.65,"Loyal Customers"
"15144",5,5,5,"555",6580.44,"Champions"
"12472",3,5,5,"355",6572.11,"Loyal Customers"
"16814",5,5,5,"555",6509.10,"Champions"
"12431",5,5,5,"555",6487.45,"Champions"
"18223",4,5,5,"455",6484.54,"Champions"
"15694",4,5,5,"455",6479.40,"Champions"
"13225",3,5,5,"355",6463.84,"Loyal Customers"
"13102",4,5,5,"455",6424.09,"Champions"
"13871",4,5,5,"455",6403.25,"Champions"
"12359",5,4,5,"545",6372.58,"Champions"
"13668",5,5,5,"555",6363.59,"Champions"
"13709",3,5,5,"355",6328.05,"Loyal Customers"
"15005",5,5,5,"555",6316.57,"Champions"
"17315",5,5,5,"555",6292.26,"Champions"
"16126",3,4,5,"345",6287.77,"Loyal Customers"
"14057",4,5,5,"455",6217.96,"Champions"
"12357",2,1,5,"215",6207.67,"About to Sleep"
"14060",4,5,5,"455",6140.42,"Champions"
"13418",5,5,5,"555",6127.43,"Champions"
"17509",3,5,5,"355",6115.14,"Loyal Customers"
"15939",5,5,5,"555",6115.01,"Champions"
"14735",5,5,5,"555",6065.69,"Champions"
"12637",2,5,5,"255",6021.90,"At Risk / Don't Lose Them"
"13097",3,5,5,"355",6010.42,"Loyal Customers"
"13316",3,4,5,"345",5977.73,"Loyal Customers"
"14101",3,5,5,"355",5976.79,"Loyal Customers"
"15382",5,5,5,"555",5955.71,"Champions"
"14505",4,5,5,"455",5905.64,"Champions"
"14415",4,5,5,"455",5900.28,"Champions"
"14944",3,5,5,"355",5900.25,"Loyal Customers"
"13209",2,5,5,"255",5891.61,"At Risk / Don't Lose Them"
"13534",3,5,5,"355",5870.08,"Loyal Customers"
"13050",5,5,5,"555",5836.86,"Champions"
"12720",5,5,5,"555",5781.73,"Champions"
"15218",5,5,5,"555",5756.89,"Champions"
"17686",4,5,5,"455",5739.46,"Champions"
"13178",4,5,5,"455",5725.47,"Champions"
"16553",3,5,5,"355",5719.82,"Loyal Customers"
"13468",5,5,5,"555",5704.97,"Champions"
"14110",5,5,5,"555",5683.15,"Champions"
"14049",5,4,5,"545",5681.72,"Champions"
"17049",4,5,5,"455",5659.98,"Champions"
"17716",4,5,5,"455",5655.99,"Champions"
"13004",5,5,5,"555",5655.91,"Champions"
"18118",5,5,5,"555",5653.82,"Champions"
"14688",5,5,5,"555",5630.87,"Champions"
"17757",5,5,5,"555",5605.29,"Champions"
"12481",4,5,5,"455",5596.32,"Champions"
"12839",5,5,5,"555",5591.42,"Champions"
"16767",3,5,5,"355",5580.60,"Loyal Customers"
"16161",5,5,5,"555",5575.56,"Champions"
"12539",4,4,5,"445",5568.35,"Champions"
"15805",4,5,5,"455",5528.48,"Champions"
"18225",4,5,5,"455",5509.12,"Champions"
"16609",5,5,5,"555",5493.46,"Champions"
"16985",5,5,5,"555",5464.12,"Champions"
"16265",5,5,5,"555",5447.00,"Champions"
"18198",3,5,5,"355",5425.56,"Loyal Customers"
"12490",4,5,5,"455",5417.93,"Champions"
"17809",5,5,5,"555",5411.91,"Champions"
"16701",5,5,5,"555",5398.30,"Champions"
"17719",5,5,5,"555",5396.04,"Champions"
"17850",1,5,5,"155",5391.21,"Can't Lose Them (Sleeping Giants)"
"16303",4,3,5,"435",5360.63,"Loyal Customers"
"13269",5,5,5,"555",5346.23,"Champions"
"15150",4,5,5,"455",5314.47,"Champions"
"17730",4,5,5,"455",5298.48,"Champions"
"17061",3,5,5,"355",5232.23,"Loyal Customers"
"18226",4,5,5,"455",5228.05,"Champions"
"12362",4,5,5,"455",5226.23,"Champions"
"15046",5,5,5,"555",5213.77,"Champions"
"16258",3,4,5,"345",5203.51,"Loyal Customers"
"13756",4,5,5,"455",5189.52,"Champions"
"16191",5,5,5,"555",5180.52,"Champions"
"15727",5,5,5,"555",5178.96,"Champions"
"17858",5,5,5,"555",5155.66,"Champions"
"13599",5,5,5,"555",5153.67,"Champions"
"15903",5,5,5,"555",5126.76,"Champions"
"13941",4,4,5,"445",5112.96,"Champions"
"17602",4,5,5,"455",5102.97,"Champions"
"16700",5,5,5,"555",5076.55,"Champions"
"14562",5,5,5,"555",5074.77,"Champions"
"15301",3,5,5,"355",5070.35,"Loyal Customers"
"13139",5,5,5,"555",5064.94,"Champions"
"12432",3,4,5,"345",5059.32,"Loyal Customers"
"15719",2,5,5,"255",5045.61,"At Risk / Don't Lose Them"
"17426",2,5,5,"255",5037.26,"At Risk / Don't Lose Them"
"14329",4,5,5,"455",5014.84,"Champions"
"14755",5,5,5,"555",5010.28,"Champions"
"12444",5,4,5,"545",5005.46,"Champions"
"15032",1,3,5,"135",4959.10,"About to Sleep"
"15547",4,5,5,"455",4954.84,"Champions"
"12437",5,5,5,"555",4951.41,"Champions"
"12700",2,4,5,"245",4939.99,"At Risk / Don't Lose Them"
"15786",3,3,5,"335",4932.20,"Loyal Customers"
"14709",5,5,5,"555",4921.04,"Champions"
"17133",5,5,5,"555",4892.24,"Champions"
"12664",5,5,5,"555",4881.88,"Champions"
"12688",2,1,5,"215",4873.81,"About to Sleep"
"14292",5,5,5,"555",4871.93,"Champions"
"17652",4,5,5,"455",4867.72,"Champions"
"15738",4,5,5,"455",4812.42,"Champions"
"13013",4,5,5,"455",4810.94,"Champions"
"15555",5,5,5,"555",4805.17,"Champions"
"17365",5,5,5,"555",4801.56,"Champions"
"15298",5,5,5,"555",4799.90,"Champions"
"15187",5,5,5,"555",4777.18,"Champions"
"17690",3,5,5,"355",4757.95,"Loyal Customers"
"12955",5,5,5,"555",4757.16,"Champions"
"14180",5,5,5,"555",4748.52,"Champions"
"15152",5,5,5,"555",4745.69,"Champions"
"16722",4,5,5,"455",4730.81,"Champions"
"12714",5,4,5,"545",4708.86,"Champions"
"14159",4,5,5,"455",4693.01,"Champions"
"14135",4,5,5,"455",4690.31,"Champions"
"14191",5,5,5,"555",4684.76,"Champions"
"15291",5,5,5,"555",4668.30,"Champions"
"14189",5,5,5,"555",4654.08,"Champions"
"14390",5,5,5,"555",4652.82,"Champions"
"14286",4,3,5,"435",4628.75,"Loyal Customers"
"16931",4,5,5,"455",4604.22,"Champions"
"13802",2,3,5,"235",4599.42,"At Risk / Don't Lose Them"
"15093",4,5,5,"455",4597.02,"Champions"
"14004",3,5,5,"355",4582.64,"Loyal Customers"
"17613",4,5,5,"455",4559.15,"Champions"
"17068",5,5,5,"555",4552.14,"Champions"
"12484",2,5,5,"255",4541.72,"At Risk / Don't Lose Them"
"13267",5,5,5,"555",4521.49,"Champions"
"15299",2,5,5,"255",4507.01,"At Risk / Don't Lose Them"
"17975",5,5,5,"555",4488.81,"Champions"
"12524",5,5,5,"555",4485.72,"Champions"
"14426",4,5,5,"455",4481.67,"Champions"
"16984",5,3,5,"535",4481.35,"Loyal Customers"
"17364",5,5,5,"555",4481.18,"Champions"
"12627",5,5,5,"555",4478.53,"Champions"
"14085",5,5,5,"555",4448.54,"Champions"
"14534",5,5,5,"555",4447.05,"Champions"
"13069",5,5,5,"555",4436.12,"Champions"
"15955",4,5,5,"455",4416.26,"Champions"
"16626",4,5,5,"455",4413.10,"Champions"
"15874",2,5,5,"255",4405.88,"At Risk / Don't Lose Them"
"12712",5,5,5,"555",4396.13,"Champions"
"13505",3,4,5,"345",4393.63,"Loyal Customers"
"12752",3,1,5,"315",4366.78,"About to Sleep"
"16945",5,5,5,"555",4345.50,"Champions"
"14016",1,4,5,"145",4341.21,"Can't Lose Them (Sleeping Giants)"
"14800",4,5,5,"455",4339.74,"Champions"
"14525",4,5,5,"455",4332.20,"Champions"
"17567",3,5,5,"355",4331.48,"Loyal Customers"
"18251",2,2,5,"225",4314.72,"About to Sleep"
"12347",4,5,5,"455",4310.00,"Champions"
"15034",5,5,5,"555",4308.61,"Champions"
"17937",2,5,5,"255",4301.22,"At Risk / Don't Lose Them"
"14422",5,5,5,"555",4263.64,"Champions"
"12500",4,5,5,"455",4257.82,"Champions"
"17419",5,5,5,"555",4226.57,"Champions"
"14277",5,3,5,"535",4216.20,"Loyal Customers"
"15804",5,5,5,"555",4206.39,"Champions"
"17920",5,5,5,"555",4204.10,"Champions"
"15971",5,5,5,"555",4199.85,"Champions"
"12747",4,5,5,"455",4196.01,"Champions"
"14146",3,4,5,"345",4191.00,"Loyal Customers"
"18041",5,5,5,"555",4183.39,"Champions"
"12949",2,5,5,"255",4167.22,"At Risk / Don't Lose Them"
"15570",5,5,5,"555",4165.52,"Champions"
"16549",5,5,5,"555",4154.64,"Champions"
"13384",3,5,5,"355",4151.93,"Loyal Customers"
"13555",3,4,5,"345",4149.28,"Loyal Customers"
"13988",4,5,5,"455",4147.96,"Champions"
"15514",5,5,5,"555",4139.46,"Champions"
"12569",5,5,5,"555",4124.69,"Champions"
"16592",5,5,5,"555",4113.68,"Champions"
"17940",3,5,5,"355",4106.44,"Loyal Customers"
"17377",4,5,5,"455",4100.92,"Champions"
"16401",5,5,5,"555",4098.32,"Champions"
"16670",5,5,5,"555",4095.90,"Champions"
"12749",4,4,5,"445",4090.88,"Champions"
"14092",4,5,5,"455",4076.91,"Champions"
"12449",4,4,5,"445",4067.29,"Champions"
"18087",1,3,5,"135",4055.72,"About to Sleep"
"14401",3,5,5,"355",4051.48,"Loyal Customers"
"12656",4,4,5,"445",4051.17,"Champions"
"12867",4,5,5,"455",4036.82,"Champions"
"13815",4,4,5,"445",4027.36,"Champions"
"12841",5,5,5,"555",4022.35,"Champions"
"12957",5,5,5,"555",4017.54,"Champions"
"12378",1,2,5,"125",4008.62,"Lost / Hibernating"
"14547",5,5,5,"555",4007.54,"Champions"
"16186",5,5,5,"555",4006.94,"Champions"
"17769",5,5,5,"555",3997.98,"Champions"
"15529",4,5,5,"455",3995.23,"Champions"
"17001",4,5,5,"455",3989.57,"Champions"
"15416",2,4,5,"245",3984.32,"At Risk / Don't Lose Them"
"17611",4,5,5,"455",3984.22,"Champions"
"12779",1,5,5,"155",3981.36,"Can't Lose Them (Sleeping Giants)"
"12727",5,5,5,"555",3980.70,"Champions"
"14299",5,5,5,"555",3965.62,"Champions"
"13523",3,4,5,"345",3964.88,"Loyal Customers"
"13183",2,5,5,"255",3957.78,"At Risk / Don't Lose Them"
"17651",5,5,5,"555",3945.00,"Champions"
"12473",3,4,5,"345",3938.55,"Loyal Customers"
"17593",2,4,5,"245",3927.34,"At Risk / Don't Lose Them"
"14739",4,5,5,"455",3902.28,"Champions"
"13999",5,5,5,"555",3901.81,"Champions"
"14291",4,5,5,"455",3883.25,"Champions"
"18073",2,5,5,"255",3877.52,"At Risk / Don't Lose Them"
"13124",4,4,5,"445",3866.33,"Champions"
"15195",2,1,5,"215",3861.00,"About to Sleep"
"16717",4,5,5,"455",3858.38,"Champions"
"12662",4,5,5,"455",3849.78,"Champions"
"16327",5,5,5,"555",3844.22,"Champions"
"13266",5,5,5,"555",3834.26,"Champions"
"17091",2,5,5,"255",3827.76,"At Risk / Don't Lose Them"
"15867",4,5,5,"455",3812.64,"Champions"
"12755",1,3,5,"135",3811.95,"About to Sleep"
"12597",4,4,5,"445",3811.22,"Champions"
"13435",4,5,5,"455",3809.89,"Champions"
"12668",5,4,5,"545",3807.15,"Champions"
"16145",5,5,5,"555",3799.49,"Champions"
"16655",5,5,5,"555",3794.52,"Champions"
"16168",5,5,5,"555",3787.60,"Champions"
"16019",3,5,5,"355",3786.24,"Loyal Customers"
"12562",4,5,5,"455",3781.74,"Champions"
"17173",5,5,5,"555",3766.60,"Champions"
"16904",3,5,5,"355",3754.27,"Loyal Customers"
"12429",5,4,5,"545",3750.40,"Champions"
"17238",4,5,5,"455",3744.65,"Champions"
"14145",3,4,5,"345",3742.20,"Loyal Customers"
"13552",2,5,5,"255",3740.07,"At Risk / Don't Lose Them"
"16570",5,5,5,"555",3738.40,"Champions"
"15808",1,4,5,"145",3734.97,"Can't Lose Them (Sleeping Giants)"
"14282",4,5,5,"455",3729.34,"Champions"
"12502",2,4,5,"245",3723.87,"At Risk / Don't Lose Them"
"12647",4,5,5,"455",3722.82,"Champions"
"13680",4,4,5,"445",3722.42,"Champions"
"16240",4,3,5,"435",3718.80,"Loyal Customers"
"14364",5,5,5,"555",3717.35,"Champions"
"15845",5,5,5,"555",3711.77,"Champions"
"15622",3,5,5,"355",3709.56,"Loyal Customers"
"13148",3,5,5,"355",3707.12,"Loyal Customers"
"17819",3,5,5,"355",3704.87,"Loyal Customers"
"15379",2,5,5,"255",3703.29,"At Risk / Don't Lose Them"
"12553",5,5,5,"555",3692.28,"Champions"
"16253",1,3,5,"135",3683.86,"About to Sleep"
"15581",4,5,5,"455",3679.97,"Champions"
"15296",4,5,5,"455",3672.86,"Champions"
"18079",3,4,5,"345",3651.97,"Loyal Customers"
"13137",5,5,5,"555",3650.41,"Champions"
"12417",4,5,5,"455",3649.10,"Champions"
"16712",5,5,5,"555",3645.43,"Champions"
"13426",5,5,5,"555",3641.32,"Champions"
"12619",5,5,5,"555",3641.24,"Champions"
"16440",3,4,5,"345",3640.67,"Loyal Customers"
"13381",4,5,5,"455",3639.31,"Champions"
"17230",1,5,5,"155",3638.41,"Can't Lose Them (Sleeping Giants)"
"14543",4,5,5,"455",3630.33,"Champions"
"17528",5,5,5,"555",3628.50,"Champions"
"13327",2,5,5,"255",3627.77,"At Risk / Don't Lose Them"
"13520",5,4,5,"545",3624.35,"Champions"
"17576",5,5,5,"555",3622.68,"Champions"
"14040",5,5,5,"555",3614.92,"Champions"
"13082",2,5,5,"255",3613.63,"At Risk / Don't Lose Them"
"15505",3,4,5,"345",3610.96,"Loyal Customers"
"15113",5,4,5,"545",3609.33,"Champions"
"16242",4,5,5,"455",3603.21,"Champions"
"15484",4,4,5,"445",3594.31,"Champions"
"14132",5,5,5,"555",3586.03,"Champions"
"17203",3,4,5,"345",3563.85,"Loyal Customers"
"17491",5,5,5,"555",3558.87,"Champions"
"15544",5,5,5,"555",3546.71,"Champions"
"12370",3,4,5,"345",3545.69,"Loyal Customers"
"14503",5,4,5,"545",3543.26,"Champions"
"13448",5,4,5,"545",3539.37,"Champions"
"13334",3,4,5,"345",3536.82,"Loyal Customers"
"12454",3,1,5,"315",3528.34,"About to Sleep"
"17160",5,5,5,"555",3518.03,"Champions"
"13953",3,5,5,"355",3515.68,"Loyal Customers"
"16360",5,5,5,"555",3512.53,"Champions"
"14395",3,5,5,"355",3507.71,"Loyal Customers"
"16131",3,5,5,"355",3506.54,"Loyal Customers"
"14907",4,5,5,"455",3501.10,"Champions"
"16458",5,5,5,"555",3482.74,"Champions"
"13993",4,5,5,"455",3466.36,"Champions"
"13014",5,5,5,"555",3466.28,"Champions"
"17758",4,5,5,"455",3456.70,"Champions"
"15410",3,5,5,"355",3450.84,"Loyal Customers"
"13536",5,5,5,"555",3448.29,"Champions"
"15129",3,5,5,"355",3447.40,"Loyal Customers"
"15974",5,5,5,"555",3442.15,"Champions"
"17725",5,5,5,"555",3439.08,"Champions"
"15676",4,4,5,"445",3435.76,"Champions"
"14221",3,5,5,"355",3432.80,"Loyal Customers"
"12406",4,3,5,"435",3415.30,"Loyal Customers"
"15981",5,5,5,"555",3408.48,"Champions"
"13437",5,5,5,"555",3408.06,"Champions"
"17669",3,5,5,"355",3406.72,"Loyal Customers"
"13198",5,5,5,"555",3401.24,"Champions"
"15228",2,4,5,"245",3386.71,"At Risk / Don't Lose Them"
"13842",5,5,5,"555",3385.62,"Champions"
"15708",4,5,5,"455",3364.24,"Champions"
"16011",5,5,5,"555",3362.71,"Champions"
"14227",4,5,5,"455",3350.96,"Champions"
"16818",5,5,5,"555",3349.57,"Champions"
"16607",5,5,5,"555",3347.71,"Champions"
"17183",4,5,5,"455",3347.31,"Champions"
"13015",3,4,5,"345",3346.28,"Loyal Customers"
"12643",4,5,5,"455",3344.64,"Champions"
"12613",3,4,5,"345",3344.38,"Loyal Customers"
"12594",3,5,5,"355",3338.22,"Loyal Customers"
"16556",2,5,5,"255",3313.79,"At Risk / Don't Lose Them"
"13373",3,4,5,"345",3312.25,"Loyal Customers"
"14841",4,5,5,"455",3295.76,"Champions"
"14702",4,5,5,"455",3292.14,"Champions"
"15632",5,5,5,"555",3285.31,"Champions"
"12480",4,4,5,"445",3281.63,"Champions"
"15764",5,5,5,"555",3279.97,"Champions"
"17723",2,5,5,"255",3276.40,"At Risk / Don't Lose Them"
"13952",1,3,5,"135",3251.07,"About to Sleep"
"13047",3,5,5,"355",3237.54,"Loyal Customers"
"15443",5,5,5,"555",3236.91,"Champions"
"17050",1,5,5,"155",3228.84,"Can't Lose Them (Sleeping Giants)"
"14175",4,4,5,"445",3222.30,"Champions"
"13880",4,5,5,"455",3219.77,"Champions"
"13268",5,5,5,"555",3214.69,"Champions"
"14388",5,5,5,"555",3212.84,"Champions"
"16107",5,5,5,"555",3204.16,"Champions"
"17220",4,5,5,"455",3198.25,"Champions"
"13868",1,3,5,"135",3192.54,"About to Sleep"
"17685",5,5,5,"555",3191.53,"Champions"
"13758",5,5,5,"555",3190.55,"Champions"
"14844",5,4,5,"545",3189.81,"Champions"
"12456",3,4,5,"345",3181.04,"Loyal Customers"
"17672",3,3,5,"335",3178.17,"Loyal Customers"
"17231",5,5,5,"555",3174.32,"Champions"
"16837",4,5,5,"455",3170.98,"Champions"
"16041",2,4,5,"245",3166.40,"At Risk / Don't Lose Them"
"15861",5,5,5,"555",3165.36,"Champions"
"17863",4,5,5,"455",3160.00,"Champions"
"15065",2,4,5,"245",3158.13,"At Risk / Don't Lose Them"
"14235",3,4,5,"345",3144.86,"Loyal Customers"
"13742",5,5,5,"555",3131.02,"Champions"
"16156",4,5,5,"455",3122.04,"Champions"
"13685",3,5,5,"355",3119.44,"Loyal Customers"
"16326",5,5,5,"555",3110.96,"Champions"
"16678",5,5,5,"555",3109.99,"Champions"
"13869",2,4,5,"245",3104.95,"At Risk / Don't Lose Them"
"14099",5,5,5,"555",3104.17,"Champions"
"16905",4,5,5,"455",3102.43,"Champions"
"15491",2,5,5,"255",3100.09,"At Risk / Don't Lose Them"
"14257",2,4,5,"245",3099.72,"At Risk / Don't Lose Them"
"14565",2,4,5,"245",3099.12,"At Risk / Don't Lose Them"
"13135",1,1,5,"115",3096.00,"Lost / Hibernating"
"17059",3,4,5,"345",3095.04,"Loyal Customers"
"13362",5,4,5,"545",3090.74,"Champions"
"15998",2,4,5,"245",3089.97,"At Risk / Don't Lose Them"
"16218",3,5,5,"355",3084.68,"Loyal Customers"
"18272",5,5,5,"555",3078.58,"Champions"
"12910",5,5,5,"555",3075.04,"Champions"
